gene_name	gene_type	block_id	new_mr_sites	patients	isTAD	enhancers	patient_id	geneType_meanScore	num_of_patients	diffExp_pval	dmr_pval	median_scores	mean_scores
NR2F1	5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist	block_19946_5_91921027_91921027~block_19948_5_91943010_91943010~block_19947_5_91923035_91923035~block_19949_5_91944109_91944109~block_19979_5_92689177_92689177~block_19965_5_92306140_92306140~block_19978_5_92657651_92657651~block_19977_5_92642864_92642864~block_19976_5_92590835_92590835~block_19975_5_92545074_92545074~block_19974_5_92507282_92507282~block_19973_5_92456726_92456726~block_19972_5_92454440_92454440~block_19971_5_92378693_92378693~block_19970_5_92376137_92376137~block_19969_5_92371739_92371739~block_19968_5_92368900_92368900~block_19967_5_92322309_92322309~block_19966_5_92319187_92319187~block_19964_5_92301646_92301646~block_19950_5_91979666_91979666~block_19963_5_92271108_92271108~block_19962_5_92260480_92260480~block_19961_5_92246217_92246217~block_19960_5_92186979_92186979~block_19959_5_92147937_92147937~block_19958_5_92115738_92115738~block_19957_5_92107509_92107509~block_19956_5_92093817_92093817~block_19955_5_92066614_92066614~block_19954_5_92056719_92056719~block_19953_5_92047097_92047097~block_19952_5_92046101_92046101~block_19951_5_92038435_92038435	nan~nan~nan~nan~chr5:mr29053~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan	1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0	nan~enhancer~nan~nan~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~nan~enhancer~enhancer~nan~enhancer~enhancer~nan~nan~nan~nan~nan~enhancer~nan~nan~nan~nan	patient_13~patient_13~patient_13~patient_4~patient_9~patient_2~patient_8~patient_5~patient_10~patient_0~patient_10~patient_11~patient_12~patient_3~patient_11~patient_5~patient_10~patient_11~patient_6~patient_13~patient_6~patient_10~patient_12~patient_8~patient_10~patient_12~patient_1~patient_7~patient_3~patient_10~patient_5~patient_0~patient_4~patient_9	2.176470588235294	14	6.804560058083285e-06	0.9999999999554916	0.6960784313502948	0.6593516269091927
CD38	5dist~5dist~5dist~5dist~5dist~gene~TSS	block_22300_4_15456876_15456876~block_22299_4_15450334_15450334~block_22305_4_15736540_15736540~block_22306_4_15740252_15740252~block_22307_4_15768006_15768006~block_22309_4_15802882_15802882~block_22308_4_15780361_15780361	nan~nan~chr4:mr6584~chr4:mr6588~nan~nan~chr4:mr6607	1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0	enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer	patient_1~patient_4~patient_0~patient_13~patient_10~patient_3~patient_5	3.2857142857142856	7	2.7598151531893696e-08	0.9999999999367508	0.6117216117216118	0.6551526641960456
CTSL	5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~gene~5dist~5dist	block_37779_9_89916694_89916694~block_37778_9_89790539_89790539~block_37777_9_89742978_89742978~block_37776_9_89742286_89742286~block_37774_9_89697059_89697059~block_37773_9_89681142_89681142~block_37768_9_89481406_89481406~block_37767_9_89407924_89407924~block_37780_9_89933352_89933352~block_37781_9_89960321_89960321~block_37782_9_89982080_89982080~block_37783_9_89984468_89984468~block_37789_9_90343052_90343052~block_37785_9_89990280_89990280~block_37784_9_89985637_89985637	nan~nan~nan~nan~nan~chr9:mr24067~nan~nan~nan~nan~nan~nan~nan~nan~chr9:mr24215	1~1~1~1~1~1~1~1~1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0	enhancer~enhancer~enhancer~enhancer~nan~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~nan~enhancer~enhancer	patient_8~patient_2~patient_10~patient_5~patient_5~patient_4~patient_11~patient_11~patient_5~patient_13~patient_12~patient_11~patient_3~patient_5~patient_13	2.933333333333333	9	2.3143551869618912e-07	1.0	0.6299145299145299	0.6495847874682358
S1PR3	5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist	block_37811_9_90821232_90821232~block_37810_9_90728063_90728063~block_37809_9_90724729_90724729~block_37808_9_90723531_90723531~block_37807_9_90722744_90722744~block_37806_9_90709027_90709027~block_37805_9_90677764_90677764~block_37804_9_90655160_90655160~block_37803_9_90619463_90619463~block_37813_9_90843442_90843442~block_37812_9_90829414_90829414~block_37814_9_90856011_90856011~block_37815_9_90858226_90858226~block_37826_9_91540389_91540389~block_37825_9_91469713_91469713~block_37824_9_91438960_91438960~block_37823_9_91435895_91435895~block_37822_9_91285825_91285825~block_37821_9_91216369_91216369~block_37820_9_91132611_91132611~block_37819_9_91114747_91114747~block_37816_9_90882973_90882973	nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~chr9:mr24726~nan~nan~nan~nan~nan~nan~nan~nan~chr9:mr24883~nan	1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0	enhancer~enhancer~nan~nan~nan~enhancer~nan~nan~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~nan~enhancer~enhancer~enhancer	patient_5~patient_0~patient_0~patient_0~patient_0~patient_4~patient_5~patient_8~patient_2~patient_1~patient_0~patient_5~patient_5~patient_10~patient_13~patient_3~patient_13~patient_9~patient_12~patient_3~patient_13~patient_9	2.4545454545454546	11	2.423537055437463e-07	1.0	0.627039627039627	0.6478294594578026
PRKDC	5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~TSS~TSS~gene~gene~gene~gene	block_39986_8_49751771_49751771~block_39983_8_49430614_49430614~block_39982_8_49418825_49418825~block_39981_8_49405394_49405394~block_39980_8_49389811_49389811~block_39979_8_49353966_49353966~block_39978_8_49342967_49342967~block_39977_8_49282980_49282980~block_39976_8_49277612_49277612~block_39975_8_49164488_49164488~block_39974_8_49105163_49105163~block_39973_8_49060915_49060915~block_39972_8_49034993_49034993~block_39970_8_48891892_48891897~block_39969_8_48875742_48875742~block_39968_8_48873143_48873143~block_39967_8_48853415_48853415~block_39966_8_48739870_48739870~block_39965_8_48721507_48721507~block_39964_8_48699937_48699937	nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~chr8:mr20842~nan~nan~nan~nan~nan~nan~nan~nan	1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0	enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~nan~enhancer~enhancer~enhancer~enhancer~nan~nan~enhancer~enhancer~enhancer~enhancer	patient_3~patient_0~patient_2~patient_1~patient_2~patient_3~patient_10~patient_5~patient_9~patient_0~patient_2~patient_7~patient_10~patient_3~patient_13~patient_3~patient_6~patient_2~patient_11~patient_13	3.2	11	0.002148282762954604	0.9999999991919641	0.7512820512820513	0.6472691232294021
MAF	5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~TES~5dist	block_63678_16_80179985_80179985~block_63677_16_80148547_80148547~block_63676_16_80114406_80114406~block_63675_16_80018240_80018240~block_63674_16_79942035_79942035~block_63673_16_79921962_79921962~block_63672_16_79896442_79896442~block_63671_16_79844960_79844960~block_63670_16_79751397_79751397~block_63669_16_79738576_79738576~block_63668_16_79734551_79734551~block_63667_16_79665931_79665931~block_63666_16_79626963_79626963~block_63679_16_80183028_80183028	nan~nan~nan~nan~nan~chr16:mr34431~nan~nan~nan~nan~nan~chr16:mr34302~nan~nan	1~1~1~1~1~1~1~1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0	enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer	patient_3~patient_2~patient_1~patient_4~patient_5~patient_0~patient_5~patient_10~patient_6~patient_1~patient_5~patient_3~patient_4~patient_10	3.0	8	1.5258966060974268e-07	1.0	0.6025641025641025	0.6387820227404055
TOP1	5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~gene~5dist~5dist~5dist	block_680_20_38987676_38987676~block_679_20_38981638_38981638~block_678_20_38981050_38981050~block_677_20_38980519_38980519~block_676_20_38897114_38897114~block_675_20_38800403_38800403~block_674_20_38781552_38781552~block_673_20_38765801_38765801~block_672_20_38732084_38732084~block_671_20_38658762_38658762~block_682_20_39152146_39152146~block_681_20_39058901_39058901~block_683_20_39165564_39165564~block_684_20_39241247_39241247~block_689_20_39689842_39689842~block_687_20_39368754_39368754~block_686_20_39308016_39308016~block_685_20_39298952_39298952	nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~chr20:mr17047~nan	1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0	enhancer~enhancer~nan~nan~enhancer~nan~enhancer~enhancer~nan~enhancer~enhancer~nan~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer	patient_2~patient_3~patient_3~patient_3~patient_2~patient_6~patient_13~patient_13~patient_1~patient_13~patient_4~patient_5~patient_5~patient_5~patient_7~patient_9~patient_11~patient_8	2.5	11	3.4913998765307853e-06	0.9999999999999948	0.6346153846153846	0.6332216207161524
CXCL12	5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist	block_49485_10_45005313_45005313~block_49484_10_45000238_45000238~block_49483_10_44994168_44994168~block_49482_10_44986838_44986838~block_49481_10_44931433_44931433~block_49480_10_44889550_44889550~block_49487_10_45041256_45041256~block_49486_10_45009923_45009923~block_49488_10_45185708_45185709~block_49489_10_45200165_45200165~block_49507_10_45837681_45837681~block_49506_10_45755373_45755373~block_49505_10_45720834_45720834~block_49504_10_45692585_45692585~block_49499_10_45516664_45516664~block_49498_10_45515898_45515898~block_49493_10_45301361_45301361~block_49492_10_45291913_45291913~block_49491_10_45275867_45275867~block_49490_10_45230523_45230539	nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~chr10:mr19971	1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0	enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~nan~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer	patient_12~patient_6~patient_6~patient_6~patient_10~patient_3~patient_9~patient_11~patient_5~patient_0~patient_11~patient_5~patient_5~patient_9~patient_13~patient_12~patient_6~patient_5~patient_6~patient_4	2.9	10	3.352394374226914e-05	1.0	0.6628205128205128	0.6317261220514907
EPB41	gene~gene~gene~5dist~5dist	block_2866_1_29418201_29418201~block_2865_1_29349995_29349995~block_2864_1_29230688_29230688~block_2858_1_28691455_28691455~block_2857_1_28640694_28640694	nan~nan~nan~nan~chr1:mr15787	1~1~1~1~1	1.0~1.0~1.0~1.0~1.0	enhancer~nan~enhancer~nan~enhancer	patient_10~patient_3~patient_2~patient_5~patient_10	3.2	4	6.860950584678893e-11	1.0	0.6479599259059814	0.6316722706452984
LIFR	gene~gene~gene~gene~TSS	block_18891_5_38494679_38494679~block_18893_5_38533011_38533011~block_18892_5_38508230_38508230~block_18894_5_38571038_38571038~block_18895_5_38598441_38598441	chr5:mr13425~nan~nan~nan~nan	1~1~1~1~1	1.0~1.0~1.0~1.0~1.0	nan~enhancer~enhancer~enhancer~enhancer	patient_12~patient_11~patient_6~patient_4~patient_13	4.0	5	1.834109578865424e-05	0.9999999935684803	0.6538461506303941	0.6313979218875675
RHOH	TSS~gene~TSS~gene~TSS~gene~TES~gene~gene~gene~TSS~gene~TSS~5dist~5dist~5dist	block_23321_4_40198984_40199563~block_23321_4_40198984_40199563~block_23320_4_40196547_40197706~block_23320_4_40196547_40197706~block_23319_4_40195502_40195925~block_23319_4_40195502_40195925~block_23325_4_40249939_40249939~block_23324_4_40202420_40202420~block_23323_4_40200984_40200984~block_23322_4_40200350_40200350~block_23318_4_40194641_40194641~block_23318_4_40194641_40194641~block_23317_4_40188131_40188168~block_23317_4_40188131_40188168~block_23316_4_40183461_40183461~block_23315_4_40166417_40166417	chr4:mr13837~chr4:mr13837~chr4:mr13837~chr4:mr13837~chr4:mr13835~chr4:mr13835~nan~nan~nan~nan~nan~nan~chr4:mr13829~chr4:mr13829~chr4:mr13825~nan	5~5~3~3~2~2~1~1~1~1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0	enhancer~enhancer~nan~nan~nan~nan~enhancer~enhancer~enhancer~enhancer~nan~nan~nan~nan~enhancer~enhancer	patient_2,patient_3,patient_9,patient_11,patient_13~patient_2,patient_3,patient_9,patient_11,patient_13~patient_3,patient_6,patient_11~patient_3,patient_6,patient_11~patient_3,patient_8~patient_3,patient_8~patient_10~patient_10~patient_2~patient_3~patient_9~patient_9~patient_3~patient_3~patient_5~patient_6	3.625	9	0.017333850755503852	1.0	0.7451923076923077	0.629825819037607
RFTN1	TSS~5dist~5dist~gene~gene~gene~gene~gene~gene~gene	block_7205_3_16554440_16554526~block_7207_3_16575270_16575270~block_7206_3_16572256_16572256~block_7204_3_16544147_16544147~block_7203_3_16523784_16523784~block_7202_3_16520585_16520585~block_7201_3_16480862_16480862~block_7200_3_16474070_16474070~block_7199_3_16436313_16436313~block_7198_3_16384717_16384717	nan~nan~chr3:mr6977~chr3:mr6961~nan~nan~nan~chr3:mr6921~nan~nan	2~1~1~1~1~1~1~1~1~1	2.0~2.0~2.0~2.0~1.0~1.0~1.0~1.0~1.0~1.0	enhancer~nan~nan~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer	patient_1,patient_2~patient_8~patient_5~patient_3~patient_13~patient_3~patient_3~patient_11~patient_7~patient_6	3.4	9	0.0011804524566086006	0.99999999999999	0.7076923076923076	0.6296032722508225
PARP1	gene~TES	block_6323_1_226573984_226573984~block_6322_1_226548235_226548235	nan~chr1:mr82831	1~1	2.0~2.0	nan~enhancer	patient_11~patient_0	3.5	2	1.4315227526138898e-11	1.0	0.7195729236325248	0.6290172310470317
CCND2	5dist~5dist~5dist~gene~5dist	block_54723_12_4042863_4042863~block_54724_12_4082798_4082798~block_54725_12_4240424_4240424~block_54727_12_4385803_4385803~block_54726_12_4284294_4284294	chr12:mr2237~chr12:mr2264~nan~nan~nan	1~1~1~1~1	1.0~1.0~1.0~1.0~1.0	enhancer~enhancer~enhancer~nan~enhancer	patient_9~patient_13~patient_5~patient_8~patient_5	3.2	4	1.2790343893503796e-10	1.0	0.6393698713985115	0.6273772433915634
PLK4	5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~gene~5dist~5dist	block_25985_4_128291638_128291638~block_25984_4_128270904_128270904~block_25983_4_128210173_128210173~block_25982_4_128208405_128208405~block_25981_4_128197565_128197565~block_25980_4_128144201_128144201~block_25979_4_128047656_128047656~block_25978_4_128045918_128045918~block_25977_4_128033124_128033124~block_25976_4_127952136_127952136~block_25975_4_127949680_127949680~block_25974_4_127910604_127910604~block_25973_4_127880504_127880504~block_25972_4_127837729_127837729~block_25971_4_127816229_127816229~block_25970_4_127803348_127803357~block_25986_4_128337959_128337959~block_25987_4_128341473_128341473~block_25988_4_128348753_128348753~block_25989_4_128350840_128350840~block_25995_4_128809835_128809835~block_25991_4_128504838_128504838~block_25990_4_128424852_128424852	nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~chr4:mr35779~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan	1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0	enhancer~nan~nan~nan~nan~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~nan~enhancer~enhancer~enhancer~nan~enhancer	patient_11~patient_4~patient_3~patient_5~patient_1~patient_8~patient_13~patient_9~patient_6~patient_3~patient_6~patient_2~patient_5~patient_9~patient_12~patient_13~patient_10~patient_11~patient_1~patient_0~patient_12~patient_5~patient_1	2.5217391304347827	13	0.002949741991453388	0.9999999931837796	0.7151616499442587	0.6270226070525831
MIA3	TSS~gene~gene~gene~5dist	block_6274_1_222816887_222816887~block_6274_1_222816887_222816887~block_6273_1_222809085_222809085~block_6272_1_222807626_222807626~block_6271_1_222777700_222777700	nan~nan~nan~chr1:mr80897~nan	1~1~1~1~1	2.0~2.0~2.0~2.0~2.0	nan~nan~enhancer~enhancer~enhancer	patient_1~patient_1~patient_1~patient_6~patient_9	3.8	3	1.744632023197142e-08	0.9999999999482996	0.6715755113572943	0.6242492941272606
PLCG2	gene~gene~gene~gene~gene~5dist~5dist	block_63706_16_81983214_81983214~block_63705_16_81972442_81972442~block_63704_16_81956012_81956012~block_63703_16_81890493_81890493~block_63702_16_81834744_81834744~block_63700_16_81445115_81445115~block_63699_16_81423324_81423324	nan~nan~nan~nan~chr16:mr35426~nan~nan	1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0	enhancer~nan~nan~enhancer~enhancer~enhancer~enhancer	patient_0~patient_10~patient_6~patient_6~patient_13~patient_6~patient_13	3.7142857142857135	4	1.3962990334105525e-07	0.9999999999780502	0.6286050007594854	0.6219948080665629
GNPTAB	5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~gene	block_57049_12_103120769_103120769~block_57053_12_103171522_103171522~block_57052_12_103167013_103167013~block_57051_12_103141873_103141873~block_57050_12_103133212_103133212~block_57048_12_103115074_103115074~block_57047_12_103001348_103001348~block_57046_12_102940252_102940252~block_57045_12_102714316_102714316~block_57044_12_102713311_102713311~block_57043_12_102373352_102373352~block_57042_12_102357426_102357426~block_57041_12_102348934_102348934~block_57040_12_102324282_102324282~block_57039_12_102260926_102260926~block_57038_12_102193104_102193104	nan~nan~nan~nan~nan~nan~chr12:mr35324~nan~nan~nan~nan~nan~nan~nan~chr12:mr35085~nan	1~1~1~1~1~1~1~1~1~1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0	enhancer~nan~nan~nan~enhancer~enhancer~nan~enhancer~enhancer~nan~nan~enhancer~enhancer~enhancer~enhancer~enhancer	patient_2~patient_5~patient_13~patient_3~patient_4~patient_3~patient_11~patient_11~patient_5~patient_10~patient_10~patient_5~patient_2~patient_3~patient_9~patient_13	2.3125	8	1.1539676048338766e-09	1.0	0.511596673576537	0.6151733367882685
IQSEC1	5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~gene~gene	block_7171_3_14111852_14111852~block_7166_3_13942363_13942363~block_7164_3_13835515_13835515~block_7163_3_13788572_13788572~block_7155_3_13292631_13292631~block_7154_3_13234544_13234560~block_7153_3_13221621_13221621~block_7152_3_13189484_13189484~block_7151_3_13086789_13086789~block_7150_3_12991227_12991227	nan~nan~nan~nan~nan~chr3:mr5171~nan~nan~chr3:mr5088~chr3:mr5035	1~1~1~1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0	nan~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer	patient_9~patient_1~patient_5~patient_2~patient_4~patient_5~patient_12~patient_6~patient_3~patient_11	3.0	9	8.013643093689929e-05	0.9999999999574068	0.641025641025641	0.614819176275108
ID2	5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist	block_12198_2_8758848_8758848~block_12197_2_8676831_8676831~block_12196_2_8616309_8616309~block_12195_2_8578266_8578266~block_12194_2_8544681_8544681~block_12188_2_8026640_8026640~block_12187_2_8007217_8007217~block_12186_2_7991048_7991049~block_12185_2_7989558_7989558~block_12184_2_7956107_7956107~block_12183_2_7952808_7952808~block_12182_2_7861602_7861602	nan~chr2:mr4149~nan~nan~nan~nan~nan~nan~nan~nan~nan~nan	1~1~1~1~1~1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0	enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer	patient_5~patient_3~patient_12~patient_2~patient_12~patient_10~patient_13~patient_12~patient_4~patient_8~patient_0~patient_4	3.0	9	8.128780652133577e-05	0.9999979453542064	0.641025641025641	0.6147202905289993
GAS1	5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist	block_37779_9_89916694_89916694~block_37778_9_89790539_89790539~block_37777_9_89742978_89742978~block_37776_9_89742286_89742286~block_37774_9_89697059_89697059~block_37773_9_89681142_89681142~block_37780_9_89933352_89933352~block_37781_9_89960321_89960321~block_37782_9_89982080_89982080~block_37783_9_89984468_89984468~block_37792_9_90387043_90387043~block_37791_9_90361754_90361754~block_37790_9_90351536_90351536~block_37785_9_89990280_89990280~block_37784_9_89985637_89985637	nan~nan~nan~nan~nan~chr9:mr24067~nan~nan~nan~nan~nan~nan~nan~nan~chr9:mr24215	1~1~1~1~1~1~1~1~1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0	enhancer~enhancer~enhancer~enhancer~nan~enhancer~enhancer~enhancer~enhancer~enhancer~nan~enhancer~enhancer~enhancer~enhancer	patient_8~patient_2~patient_10~patient_5~patient_5~patient_4~patient_5~patient_13~patient_12~patient_11~patient_13~patient_5~patient_0~patient_5~patient_13	2.7333333333333334	9	3.431910501608919e-06	1.0	0.5965811965811967	0.6143230360384704
IL6R	5dist~5dist~gene~gene~5dist	block_4818_1_153693960_153693960~block_4821_1_153895850_153895850~block_4829_1_154420234_154420234~block_4828_1_154398271_154398271~block_4827_1_154359915_154359915	nan~nan~chr1:mr55653~nan~chr1:mr55616	1~1~1~1~1	1.0~1.0~1.0~1.0~1.0	enhancer~nan~enhancer~enhancer~enhancer	patient_3~patient_3~patient_11~patient_5~patient_7	3.0	4	1.0094804508688805e-10	1.0	0.609300603013706	0.6123426091991606
DPYSL3	gene~gene~5dist~gene~gene~gene	block_21174_5_146866746_146866746~block_21175_5_146888180_146888180~block_21176_5_146898706_146898706~block_21173_5_146854826_146854826~block_21171_5_146803584_146803584~block_21172_5_146819717_146819717	nan~nan~nan~nan~chr5:mr45920~nan	1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0	enhancer~enhancer~enhancer~enhancer~nan~enhancer	patient_9~patient_9~patient_3~patient_9~patient_11~patient_5	3.8333333333333335	4	3.4831470209477965e-06	0.9999999961607364	0.6040827178802239	0.6097336656726037
IDUA	5dist~gene~TSS~gene~5dist~5dist~5dist~5dist~5dist~5dist	block_22019_4_412252_412252~block_22030_4_995500_995500~block_22029_4_989514_989514~block_22029_4_989514_989514~block_22026_4_665510_665510~block_22025_4_608504_608504~block_22024_4_604309_604309~block_22023_4_599117_599117~block_22022_4_589375_589375~block_22021_4_582363_582363	nan~chr4:mr438~nan~nan~nan~nan~chr4:mr284~chr4:mr281~nan~nan	1~1~1~1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0	enhancer~nan~enhancer~enhancer~nan~enhancer~enhancer~enhancer~enhancer~enhancer	patient_0~patient_6~patient_10~patient_10~patient_4~patient_0~patient_9~patient_5~patient_2~patient_3	3.1	8	5.497556002976004e-05	1.0	0.6192307692307693	0.6065203761514965
CARD6	5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist~5dist	block_18928_5_40286498_40286503~block_18933_5_40654844_40654844~block_18932_5_40423505_40423505~block_18931_5_40388708_40388708~block_18930_5_40361122_40361122~block_18929_5_40325316_40325316~block_18927_5_40267602_40267602~block_18926_5_40131633_40131633~block_18925_5_40126811_40126811~block_18924_5_40015932_40015932~block_18923_5_40007052_40007052~block_18922_5_39983750_39983750~block_18921_5_39952801_39952801~block_18920_5_39926505_39926505~block_18919_5_39907208_39907208	nan~nan~nan~nan~nan~nan~chr5:mr13965~nan~nan~nan~nan~nan~nan~nan~nan	2~1~1~1~1~1~1~1~1~1~1~1~1~1~1	1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0~1.0	enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer~enhancer	patient_8,patient_12~patient_5~patient_8~patient_7~patient_5~patient_13~patient_5~patient_13~patient_1~patient_5~patient_3~patient_8~patient_2~patient_8~patient_9	3.0	9	0.00031070989801608884	0.9999967615235608	0.641025641025641	0.6054736322747073
